Cx ID,FB entry,ConstrName,Example,Pattern,Comment1,Comment2,Comment3,Source
14651,вынести i3,99i3_вынести что-л. [тяжесть чего-л.] на своих плечах,,Snom V {Sacc / тяжесть -> Sgen} на + своих + плечах,,,,APphras
14652,выпасть i1,99i1_выпасть из памяти,,Snom V из + памяти,,,,APphras
14653,выпустить i1,99i1_выпустить что-л. из виду,,Snom V Sacc из + виду,,,,APphras
14654,выпустить i2,99i2_выпустить что-л. из памяти,,Snom V Sacc из + памяти,,,,APphras
14655,выпустить i3,99i3_выпустить что-л. из рук,,Snom V Sacc из + рук,,,,APphras
14656,выпустить i4,99i4_выпустить кого-л. в трубу,,Snom V Sacc в + трубу,,,,APphras
14657,выскочить i1,99i1_выскочить из головы/из памяти,,Snom V {из + головы / из + памяти},,,,APphras
12187,выставить 10.1 (light verb.),10.1_Лучше уж выставить порядчикам привлекательные условия.,Лучше уж выставить порядчикам привлекательные условия.,Snom V Sacc Sdat,-,,-,zarinamakasheva
14658,вытянуть i1,99i1_вытянуть всю душу/все жилы из кого-л.,,Snom V {всю + душу / все + жилы} из + Sacc,,,,APphras
14659,вязать i1,99i1_кто-л. лыка не вяжет,,Snom лыка не вяжет,<прост.>,,СВ нет,APphras
14660,гасить i1,99i1_гасить известь,,Snom V известь,,,,APphras
14661,гладить i1,99i1_гладить кого-л. против шерсти,,Snom V Sacc против + шерсти,,,,APphras
14662,гладить i2,99i2_гладить кого-л. по шерсти,,Snom V Sacc по + шерсти,,,,APphras
14663,гладить i3,99i3_гладить кого-л. по головке,"За это тебя по головке не погладят; Ты думаешь, за это по головке погладят?",Snom V [Sacc] по + головке [за + Sacc],<преим. отриц. и вопр.>,,,APphras
14664,глотать i1,99i1_глотать обиды / оскорбления,,Snom V {обиды / оскорбления},,,,APphras
14665,глотать i2,99i2_глотать слезы,,Snom V слезы,,,,APphras
14666,глотать i3,99i3_глотать слова,,Snom V слова,,,,APphras
14667,глотать i4,99i4_глотать слюнки,,Snom V слюнки,,,,APphras
14668,глотать i5,99i5_глотать каждое слово кого-л.,,Snom V каждое + слово -> Sgen,,,,APphras
13978,глядеть 14.1 (идиом.),"99i1.2_Приклад маленький, того и гляди, нос обожжёт.","Не люблю я также винтовок черкесских; они как-то нашему брату неприличны: приклад маленький, того и гляди, нос обожжёт.",CL1 того и гляди CL,-,,-,olesar
14669,глядеть i1,99i1_того и гляди,,того [и] гляди CL,,,СВ нет,APphras
14678,глядеть i10,99i10_глядеть смерти / гибели / опасности в глаза,,Snom V {смерти / гибели} [опасности] в + глаза,,,,APphras
14679,глядеть i11,99i11_глядеть в зубы кому-л.,,Snom V в + зубы Sdat,,,СВ нет,APphras
14680,глядеть i12,99i12_глядеть косо на кого-л.,,Snom V косо на + Sacc,,,,APphras
14681,глядеть i13,99i13_глядеть сквозь пальцы на что-л.,,Snom V сквозь + пальцы на + Sacc,,,,APphras
14682,глядеть i14,99i14_как/будто/словно в воду глядел,,Snom {как / будто / словно} в + воду глядел,,,СВ нет,APphras
14683,глядеть i15,99i15_на свет не глядел бы,,Snom на + свет не глядел бы,,,СВ нет,APphras
14684,глядеть i16,99i16_глядеть не на что,,Snom V не на + что,,,,APphras
14685,глядеть i17,99i17_глаза бы (мои) не глядели на кого-что-л.,,глаза бы [мои] не глядели на + Sacc,,,СВ нет,APphras
14670,глядеть i2,99i2_глядеть во все глаза,,Snom V во + все + глаза,,,СВ нет,APphras
14671,глядеть i3,99i3_глядеть в оба глаза,,Snom V в + оба + глаза,,,СВ нет,APphras
14672,глядеть i4,99i4_глядеть в гроб/в могилу,,Snom V {в + гроб / в + могилу},,,СВ нет,APphras
14673,глядеть i5,99i5_на ночь глядя,,Snom V на + ночь глядя,,,СВ нет,APphras
14674,глядеть i6,99i6_на зиму глядя,,Snom V на + зиму глядя,<'поздней осенью'>,,СВ нет,APphras
14675,глядеть i7,99i7_глядеть волком / букой,,Snom V {волком / букой},,,,APphras
14676,глядеть i8,"99i8_идти / бежать, куда глаза глядят",,Snom {идти / бежать} куда глаза глядят,"уйти, убежать",,СВ нет,APphras
14677,глядеть i9,99i9_глядеть смело / прямо в глаза гибели,,Snom V {смело / прямо} в + глаза Sdat,,,,APphras
14686,гнать i1,99i1_гнать кого-л. в хвост и в гриву,,Snom V Sacc в + хвост и в + гриву,<прост.>,,,APphras
14687,гнуть i1,99i1_гнуть горб,,Snom V горб,,,,APphras
14688,гнуть i2,99i2_гнуть кого-л. в дугу/в три дуги/в три погибели,,Snom V Sacc {в + дугу / в + три + дуги / в + три + погибели},,,,APphras
14689,гнуть i3,99i3_гнуть кого-л. в бараний рог,,Snom V Sacc в + бараний + рог,,,,APphras
14690,гнуть i4,99i4_гнуть спину / шею / колена перед кем-л.,,Snom V {спину / шею / колена} перед + Sins,,,,APphras
14691,говорить i1,99i1_и не говори(те)!,,CL и не {говори / говорите}!,,,СВ нет,APphras
14700,говорить i10,99i10_говорить против кого-л.,,Snom V против + Sacc,,,СВ нет,APphras
14701,говорить i11,99i11_говорить в пользу/за кого-л.,,Snom V {в + пользу + Sgen / за + Sacc},,,СВ нет,APphras
14702,говорить i12,99i12_говорят / говорю вам / тебе,,{говорят / говорю} {вам / тебе} CL,,,СВ нет,APphras
14703,говорить i13,99i13_само за себя говорит.,,Snom само за + себя говорит,,,СВ нет,APphras
14704,говорить i14,99i14_говорить загадками,,Snom V загадками,,,СВ нет,APphras
14705,говорить i15,99i15_говорить русским языком,,Snom V [Sdat] русским + языком CL,,,СВ сказать,APphras
14706,говорить i16,99i16_говорить на разных языках,,Snom V на + разных + языках [с + Sins],,,СВ нет,APphras
17523,говорить i17,"99i17_собственно говоря, а кто вы такой?","Собственно говоря, а кто вы такой?",собственно Vger CL,-,,СВ нет,olesar
17526,говорить i18,"99i18_Так какое, говоришь, у них недоразумение вышло?","Так какое, говоришь, у них недоразумение вышло?","V, CL",-,,СВ нет,olesar
17527,говорить i19,99i18_мягко говоря,"Совершил, мягко говоря, преступление.",мягко Vger CL,-,,СВ нет,olesar
14692,говорить i2,99i2_что/как ни говори,,{что / как} ни говори CL,,,СВ нет,APphras
14693,говорить i3,99i3_что вы говорите!,,что вы говорите!,,,СВ нет,APphras
14694,говорить i4,99i4_что и говорить,,что и V CL,,,СВ нет,APphras
14695,говорить i5,99i5_иначе говоря,,иначе говоря CL,,,СВ нет,APphras
